User Name,Time,Tweet,User Location,Retweeted Count,Favorited Count,Replied
PaduaBruinsVB,2019-11-04 21:15:33,ICYMI: Padua s Volleyball team defeated St. Ursula (Toledo) to win the Division I Regional Championship and advance to ,"Parma, OH",0,0,NaN
TalRicci,2019-11-04 21:15:33,I'll have more on the growing need in Mississauga tonight @ 6: ,"Toronto, Ontario",0,0,NaN
Johnnymelrose1,2019-11-04 21:15:33,"   Holy crap, trump has a university named after him? Is there anything this guy can t accomplish.",Earth,0,0,1190985032124502016
Barcellonameteo,2019-11-04 21:15:33,Meteo Canada: tempesta di vento con gravi danni in Quebec: CRONACHE METEO: la tempesta di vento che ha attraversato  ,Barcellona Centro,0,0,NaN
davesundown,2019-11-04 21:15:33,"If you think a state investment fund would do any better just because it was based in Alberta, I have some Alberta Heritage Sav ",Northern hemisphere,0,0,NaN
TepichinArthur,2019-11-04 21:15:33,"I'm thrilled to be speaking at an open forum tonight, Nov 4, at  alongside my colleague . If you ha ",NaN,0,0,NaN
_theVoller__,2019-11-04 21:15:33,"""I'm very happy that I've finished secondary school cos I'm now done with the stressful part of education"";;University: htt ",NaN,0,0,NaN
JimCrossman6,2019-11-04 21:15:34, ,NaN,0,0,1191281837395582976
ReneVar97763543,2019-11-04 21:15:34,Enter now for your chance to win a pair of tickets to see the Texas Longhorns play against the Kansas State University ,"Round Rock, TX",0,0,NaN
kateunacanada,2019-11-04 21:15:34,Congratulations on being named to this important role. Know you will take #WPS lens to your work ,"Ottawa, Ontario",0,0,NaN
joan_armitage,2019-11-04 21:15:34,#Manus #Nauru;How good is Canada? ,NaN,0,0,NaN
TrashYaKnow,2019-11-04 21:15:34,BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NaN,0,0,NaN
spencerwiebee,2019-11-04 21:15:35,or anywhere in canada like i m down to road trip,"British Columbia, Canada",0,0,1191463699841605632
ChrisDobbertean,2019-11-04 21:15:35,"Money well spent, !",Chicago,0,0,NaN
HumberJRNL,2019-11-04 21:15:35,         ,"Toronto, Ontario",0,0,NaN
DanielHuculak,2019-11-04 21:15:35,"This is sad, I was hoping extremism like this wasn't in Canada yet but it is. Canadian's don't want to be forced to do ","Calgary, Alberta",0,0,NaN
evelhynf,2019-11-04 21:15:35,ADD ME FOR NUDES ;#porn #boobs #hot #cumslut #tits #amateur #booty #usa #teen #dating #pussy #canadian #milf  ,NaN,0,0,NaN
RedGia,2019-11-04 21:15:36,"US papers report ""Lord Halifax's aplomb was unshaken by the barrage""; British peer: ""I am only jealous that in America ",Anywhere but a chemo chair,0,0,NaN
ChatByCC,2019-11-04 21:15:37,Hey    ;University of Ky student newspaper.;Let the kids come in and learn a thing or tw ,Trump s America,0,0,NaN
AmitHoard,2019-11-04 21:15:37,Phir keh raha hoon ki JNU ki puri zameen Robert Vadra ko de do. It's a win-win solution. ,NaN,0,0,NaN
N8teChandler,2019-11-04 21:15:37, They will do anything rather than give up control to someone who will come in and rack up win after win.  ,"Long Beach, CA",0,0,1191448984155344896
HoditsS,2019-11-04 21:15:38,  Impressive vocabulary. Trump University I assume?,NaN,0,0,1190799541240520704
Pedram48480148,2019-11-04 21:15:38,Ethnic &amp; minority groups such as #Atheist #Bahai #Christian #LGBT constitute a disproportionately large % of persons execu ,NaN,0,0,NaN
actorlbd,2019-11-04 21:15:38,Seems like a good time to remind everyone that lead soldering was approved under B.C. building codes until 1990.  #bcpoli #wa ,Vancouver,0,0,NaN
denetseku,2019-11-04 21:15:38,"THREAD: How corrosive water, legacy lead plumbing, and dated testing methods have created hidden lead hot spots across Can ",NaN,0,0,NaN
BradleyWhitford,2019-11-04 21:15:38,JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,NaN,0,0,NaN
ProverbsQueen,2019-11-04 21:15:39,MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,"Westside Atlanta,GA",0,0,NaN
alee_Hero,2019-11-04 21:15:39,"Nothing is wrong with Kogi state university, but something is wrong with the students;#SaveKsu","Lagos, Nigeria",0,0,NaN
phirayanw,2019-11-04 21:15:39,#Tsinghua University and #Huawei technologies co. LTD signed a joint research institute. The institute will focus on futu ,NaN,0,0,NaN
ralphy2569_fyfe,2019-11-04 21:15:39,"Stats Canada confirmed our prediction that over 1M Canadians use cannabis medicinally, but under 400K are registered with the ",NaN,0,0,NaN
Fancysez,2019-11-04 21:15:39,"People with severe disabilities feel 'duped' by Alberta government, AISH recipient says   ",Tiptoeing on the edge,0,0,NaN
sheakm,2019-11-04 21:15:39,"Welcome to the 13th edition of #LegoMyVote!  Today, we're looking at Canada's 2019 federal election. We'll start with the popul ",Toronto,0,0,NaN
JaneyMackWriter,2019-11-04 21:15:39,     He could just type in #CanadaWAITS;;,USA,0,0,1191462899941879808
LRiczu,2019-11-04 21:15:40,"""Angry white people""? ;;How is this an acceptable headline? Whats their agenda here? Are they insinuating their concerns ",Alberta,0,0,NaN
Andrescht131,2019-11-04 21:15:40,"  He has no idea where I live, what car I drive, or where I work now so he can't track me  ","Calgary, Alberta",0,0,1191463557797306369
toquell,2019-11-04 21:15:40,"      The USA, Canada, and Europe are s  ",atlanta,0,0,1191377146557685760
bigfoot2155,2019-11-04 21:15:40,#abpoli #AbLeg,"Calgary, Alberta, Canada",0,0,NaN
Queen_Jaaa,2019-11-04 21:15:41, Canada,Guyane Fran aise,0,0,1191399565141979142
Chinhhuynh4583,2019-11-04 21:15:41,"Today is Monday, November 4, 2019.;;My fridge and freezer in my shared rooming house at 14 Delabo Dr in North York  ","Toronto, Ontario",0,0,NaN
MHBlogger,2019-11-04 21:15:41,I'm looking for a #writing opportunity. . ;;I'd love to write something in the #mentalhealth field. ;;#canada #mentalhealt ,NaN,0,0,NaN
xTatianaMarie,2019-11-04 21:15:41,   This study is a first of its kind to give women voice to their moti  ,"Barnard College, Columbia U",0,0,1191463565716271104
princessosibodu,2019-11-04 21:15:42,The Mix at Georgia State University ,"Conyers, Georgia ",0,0,NaN
locat66,2019-11-04 21:15:42,Why are  pledging to abolish university tuition fees in their #GE2017 manifesto?  tells #Peston ,United Kingdom,0,0,NaN
kaufsports,2019-11-04 21:15:42,"Breaking News: University of Miami lands 5-star basketball recruit from Washington, D.C.;   ","Miami, FL",0,0,NaN
TradeSecureLLC,2019-11-04 21:15:42,. is now hosting its export controls Compliance 2020 conference at George Mason University's Schar School ,NaN,0,0,NaN
SchmoopyWoopy,2019-11-04 21:15:42,"he's just going to keep going to various sporting events until he gets cheered, isn't he? ",Mirror Universe,0,0,NaN
magicstudio4191,2019-11-04 21:15:42,'It actually throws me off': Why some experts say it's time to stop springing forward and falling back  ,NaN,0,0,NaN
TarletonBound,2019-11-04 21:15:43,super excited to announce i m going to tarleton state university! #gotexans ,"Stephenville, TX",0,0,NaN
sxmeboio,2019-11-04 21:15:43,At this point I am a student at Twitter University ,Jupiter ~,0,0,NaN
EatMyShrtsSprts,2019-11-04 21:15:43,I had an amazing official visit at the university of Illinois this past weekend. Thank you  and  fo ,"Chicago, IL",0,0,NaN
standardbred,2019-11-04 21:15:43,The 12th winner of the Stable Stars contest for having the closest guess to the final sale price for Hip#135 Chappy  ,Hanover Pennsylvania ,0,0,NaN
010298_,2019-11-04 21:15:43,"This is at a university festival where the mics and sound went. No lie, WHO IS LIKE IKON?? ",south america,0,0,NaN
taneshalewis99,2019-11-04 21:15:44,MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NaN,0,0,NaN
HeraldSports,2019-11-04 21:15:44,"University of Miami lands 5-star basketball recruit from Washington, D.C. ","Miami, FL",0,0,NaN
musa_jiddum,2019-11-04 21:15:44,Someone from Mexico = Mexican;Someone from Nigeria =Nigerian ;Someone from Ghana = Ghanaian ;Someone from Brazil = Brazilian ,NaN,0,0,NaN
JohnSmi32831837,2019-11-04 21:15:44,The govt is now denying ever having been consulted by the Wilfrid Laurier University academic who created the controve ,Canada,0,0,NaN
kvdileep143,2019-11-04 21:15:45,";Respected Prime minister;Am Dileep from India ;I have a dream, visit canada and learn your country  ",INDIA,0,0,NaN
DaufeldtMatt,2019-11-04 21:15:46,"Congrats to my niece, Carey! So excited to watch you keep doing big things! Go Bulldogs! ","Iowa, USA",0,0,NaN
Nathan10112,2019-11-04 21:15:47,"The meeting discussed ways to improve Nigeria-Canada bilateral economic relations especially in the areas of trade, educati ",everywhere ,0,0,NaN
Lidre_21,2019-11-04 21:15:47,Your Quakers check in at #19 in the  Top 25! This week we get our season started v. #6 Emory University in Ragan-B ,NaN,0,0,NaN
TBS_Canada,2019-11-04 21:15:48,The annual Senate Ceremony of Remembrance officially launches Veterans  Week and honours the courage and valour of thos ,Canada,0,0,NaN
Madi_Kier,2019-11-04 21:15:48,MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,Baton Rouge,0,0,NaN
UICoachClark,2019-11-04 21:15:48,University of Illinois has an awesome facility. The coaching staff was great  They took time out of their busy schedule and ,"Littyville, IL",0,0,NaN
sefwinibaa,2019-11-04 21:15:48,We are Twitta University;For:;*Online Social Media Marketing Firm ;*Online Promo;*Event Publicity;*Fun Trends;We dey for y ,"Awaso, Ghana",0,0,NaN
VictoriaJacobs,2019-11-04 21:15:49, Thanks for joining #CanadaRemembers. We'll remind you on 11/11 to remember Canada's Veterans. ,Barrie | Ontario | Canada,0,0,NaN
2Aaxmed,2019-11-04 21:15:49,#Somaliland #Gov t Announces $50k #Support to school of #journalism at #University of #Hargeisa ,somaliland,0,0,NaN
Curious20192,2019-11-04 21:15:49,The time is right for Canada to join the US or you can kiss what s left of our economy goodbye from forestry to oil &amp; gas ,"Alberta, Canada",0,0,NaN
MirageNewsCom,2019-11-04 21:15:49,UNBC appoints climate change and water security #Research chair in ... ; #British  ,NaN,0,0,NaN
venndave,2019-11-04 21:15:49,Rest easy brother let there be no more pain. I remember when I went to Afghanistan damn near every car and business win ,NaN,0,0,NaN
jeremeytoth,2019-11-04 21:15:50,Honored to receive an offer from the University of Pittsburgh!! #GoPanthers   ,NaN,0,0,NaN
Edmontonsun,2019-11-04 21:15:50,"Canada promoted 'unicorn poutine' on Twitter, and now we may be separatists? ;;#yeg #UnicornPoutine  ","Edmonton, Alberta, Canada",0,0,NaN
thomasg_grizzle,2019-11-04 21:15:50,This will be a CRITICAL piece of analysis for the #potstocks sector by the Professor of Pot   ;;A pr  ,"Toronto, Ontario",0,0,NaN
Realdaggy23,2019-11-04 21:15:50,Hey    ;University of Ky student newspaper.;Let the kids come in and learn a thing or tw ,"Rivers, Nigeria",0,0,NaN
BobBueh,2019-11-04 21:15:51,"Yes, #thenewgreandeal must come, but not from the #politicians. They are completely overstrained. It has to start b  ","Z rich, Schweiz",0,0,NaN
psufootballu,2019-11-04 21:15:51,Blessed and honored to receive an offer to Penn State University!  #PennState    ,Happy Valley,0,0,NaN
BenLiddicott,2019-11-04 21:15:51,"US papers report ""Lord Halifax's aplomb was unshaken by the barrage""; British peer: ""I am only jealous that in America th ",NaN,0,0,NaN
MoganDane,2019-11-04 21:15:52,"Does anybody know how it s going today in Canada?  #TrudeaMustGo , but will it happen? ",NaN,0,0,NaN
Fredericton100,2019-11-04 21:15:52,The annual Senate Ceremony of Remembrance officially launches Veterans  Week and honours the courage and valour of thos ,NaN,0,0,NaN
SusanLeaman3,2019-11-04 21:15:52,The time is right for Canada to join the US or you can kiss what s left of our economy goodbye from forestry to oil &amp; gas ,"Alberta, Canada",0,0,NaN
tmj_bhm_cstsrv,2019-11-04 21:15:52,"Aramark is looking for teammates like you. See our latest #CustomerService job openings, including ""Food Service Wo  ","Birmingham, AL",0,0,NaN
SCREWTAPE777,2019-11-04 21:15:52,NEW: All three of 's exclusive  fall campus lectures have SOLD OUT. Students are tired of hearing leftist ,NaN,0,0,NaN
gepehill1,2019-11-04 21:15:52,"It could be worse. In my country of birth, there are no full-blooded Indigenous people. My great grandmother who wo  ",Virginia,0,0,NaN
Ilovepeacheas,2019-11-04 21:15:52,BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,the world,0,0,NaN
jlfeatherston,2019-11-04 21:15:52,what tha ef.... plz nooo,"Huntsville, AL",0,0,NaN
khealthics_,2019-11-04 21:15:53,#2019DayofAction going on now in the Quorum at the University City. Stop by and get info on #HousingAndHealth and how you c ,NaN,0,0,NaN
dhavidearuliah,2019-11-04 21:15:53,So not a great place to meet girls then. ,"Vancouver, BC, Canada",0,0,NaN
abelkifle_,2019-11-04 21:15:53,Extremely blessed to say I ve received an offer from Duquesne University  #GoDukes ,614,0,0,NaN
ssierraandreass,2019-11-04 21:15:53,This is a Bloomsburg University student who works for the football team! This video is so disgusting and another reason wh ,8.20,0,0,NaN
chastity706,2019-11-04 21:15:54,NO GOOGLING ALLOWED. DO THIS USING YOUR OWN BRAIN POWER.   EVERY ANSWER MUST STA WITH THE FIRST LETTER OF YOUR MI  ,Oklahoma,0,0,NaN
R11,2019-11-04 21:15:54,Canada needs at least 5 more.  We had a great one here in Ontario but the old white male machine couldn t abide by  ,"Naples, FL",0,0,NaN
TRISTORMUSVI,2019-11-04 21:15:54,"CHVSE FOREVER ""ONE DAY"" VIDEO NOW AVAILABLE  ON YOUTUBE  BROKEN CRAYONS STILL COLOR "" is n  ", Mandahl Rd Anna's Retreat,0,0,NaN
acsoccer,2019-11-04 21:15:55, Men s Soccer Championship bracket is set!  plays Friday at 11:00am against Southwestern Unive  ,"Sherman, TX",0,0,NaN
CTOAssoc,2019-11-04 21:15:55,Toronto police aiming to buy full-body scanner by early 2020 to cut back on strip searches -  ,Canada,0,0,NaN
stuartcatch,2019-11-04 21:15:55,  You said that for the referendum - stay or have Norway / Canada type deals. Now you s  ,NaN,0,0,1191409301685968899
_KWE07_,2019-11-04 21:15:55,Philadelphia 76er Tobias Harris in a You Matter University crewneck ,NaN,0,0,NaN
miiccaahhh,2019-11-04 21:15:56,MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,"Indiana, USA",0,0,NaN
Smith26Brian,2019-11-04 21:15:56,Orioles first baseman Chris Davis and his wife Jill today gave $3 million to the University of Maryland s Children s Hospital ,"Scottsdale, AZ",0,0,NaN
SCT_Canada,2019-11-04 21:15:56,1/2 La C r monie annuelle du Souvenir au S nat donne officiellement le coup d envoi   la Semaine des v t rans et rend ho ,Canada,0,0,NaN
fan_in_me,2019-11-04 21:15:56,Let your non-Filipino speaking friends feel the KILEGZ too!   ;;Watch #IsaPaWithFeelings with English subtitles in the U ,NaN,0,0,NaN
Chirensnel,2019-11-04 21:15:56,"  Marc, ik ben het vaak met je eens maar je kan niet zomaar zeggen dat iets is aangestoken  ",NaN,0,0,1191459846580850693
UICoachClark,2019-11-04 21:15:57,I had an amazing official visit at the university of Illinois this past weekend. Thank you  and  fo ,"Littyville, IL",0,0,NaN
Sunnysgrl62,2019-11-04 21:15:57,"he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NaN,0,0,NaN
millzy35,2019-11-04 21:15:56,Trade demand incoming,new jersey,0,0,NaN
CuomoCorruption,2019-11-04 21:15:58,"#RECALL: Mann Packing Co., Inc. announced the voluntary recall of a series of vegetable products sold to select retailers i ",NaN,0,0,NaN
SCT_Canada,2019-11-04 21:15:58,"2/2 Cette ann e, nous soulignons le 75e anniversaire de la participation du Canada   la campagne d Italie. #LeCanadaseso ",Canada,0,0,NaN
LiipieV,2019-11-04 21:15:58,"""It s the alley West of Ossington, North of Queen. Also thanks to the empowering  who s album Kisses inspired this ","Pelotas, Rio Grande do Sul",0,0,NaN
Wilfried_Biagne,2019-11-04 21:15:58,"8ans au Canada, les parents d cident qu'il est temps pour lui de rentrer au pays. On demande o  sont les dipl mes, m me la ",Cocody\Angr ,0,0,NaN
bangtanmonstax3,2019-11-04 21:15:58,BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NaN,0,0,NaN
SaltireSalem,2019-11-04 21:15:58,   ;Here in Canada some opt to vote by mail as well . Our federal elections are paper bal  ,NaN,0,0,1191461486763229185
kasie724,2019-11-04 21:15:59,"he's just going to keep going to various sporting events until he gets cheered, isn't he? ",Rhode Island,0,0,NaN
